,Filename,Polycount,Non-Manifold Parts,Self Intersecting Parts
58,3d-vh-m-lung-40.fbx,65014,"['VH_M_left_superior_bronchus', 'VH_M_left_lingula_superior_bronchus', 'VH_M_right_superior_lobar_bronchus', 'VH_M_right_anterior_bronchus', 'VH_M_right_posterior_basal', 'VH_M_right_apical_bronchus']","['VH_M_hilum_L', 'VH_M_hilum_upper_L', 'VH_M_left_lingula_superior_bronchopulmonary_segment', 'VH_M_left_anterior_bronchopulmonary_segment', 'VH_M_left_apical_bronchopulmonary_segment', 'VH_M_left_lingula_inferior_bronchopulmonary_segment', 'VH_M_hilum_lower_L', 'VH_M_left_anterior_basal_bronchopulmonary_segment', 'VH_M_left_lateral_basal_bronchopulmonary_segment', 'VH_M_left_medial_basal_bronchopulmonary_segment', 'VH_M_left_posetrior_basal_bronchopulmonary_segment', 'VH_M_hilum_R', 'VH_M_right_lateral_bronchopulmonary_segment', 'VH_M_hilum_middle_R', 'VH_M_hilum_lower_R', 'VH_M_right_anterior_basal_bronchopulmonary_segment', 'VH_M_right_lateral_basal_bronchopulmonary_segment', 'VH_M_right_medial_basal_bronchopulmonary_segment', 'VH_M_right_posterior_basal_bronchopulmonary_segment', 'VH_M_right_apical_bronchopulmonary_segment', 'VH_M_hilum_upper_R', 'VH_M_left_apical_bronchus', 'VH_M_left_anterior_bronchus', 'VH_M_right_lateral_basal_bronchus']"
59,3d-vh-m-lung-80.fbx,131204,"['VH_M_left_superior_bronchus', 'VH_M_left_lingula_superior_bronchus', 'VH_M_right_superior_lobar_bronchus', 'VH_M_right_anterior_bronchus', 'VH_M_right_posterior_basal', 'VH_M_right_apical_bronchus']","['VH_M_hilum_L', 'VH_M_hilum_upper_L', 'VH_M_left_lingula_superior_bronchopulmonary_segment', 'VH_M_left_anterior_bronchopulmonary_segment', 'VH_M_left_lingula_inferior_bronchopulmonary_segment', 'VH_M_hilum_lower_L', 'VH_M_left_anterior_basal_bronchopulmonary_segment', 'VH_M_left_lateral_basal_bronchopulmonary_segment', 'VH_M_left_medial_basal_bronchopulmonary_segment', 'VH_M_left_posetrior_basal_bronchopulmonary_segment', 'VH_M_left_superior_bronchopulmonary_segment', 'VH_M_hilum_R', 'VH_M_right_lateral_bronchopulmonary_segment', 'VH_M_hilum_middle_R', 'VH_M_hilum_lower_R', 'VH_M_right_anterior_basal_bronchopulmonary_segment', 'VH_M_right_lateral_basal_bronchopulmonary_segment', 'VH_M_right_medial_basal_bronchopulmonary_segment', 'VH_M_right_posterior_basal_bronchopulmonary_segment', 'VH_M_right_posterior_bronchopulmonary_segment', 'VH_M_hilum_upper_R', 'VH_M_left_inferior_lobar_bronchus', 'VH_M_left_posterior_basal_bronchus', 'VH_M_left_apical_bronchus', 'VH_M_left_anterior_bronchus', 'VH_M_right_apical_bronchus']"
60,3d-vh-m-main-bronchus-100.fbx,3186,[],[]
61,3d-vh-m-main-bronchus-20.fbx,591,[],[]
62,3d-vh-m-main-bronchus-40.fbx,1221,[],[]
63,3d-vh-m-main-bronchus-80.fbx,2517,[],[]
64,3d-vh-m-palatine-tonsil-l-100.fbx,16592,['VH_M_palatine_tonsil_L'],['VH_M_palatine_tonsil_L']
65,3d-vh-m-palatine-tonsil-l-20.fbx,3328,[],['VH_M_palatine_tonsil_L']
66,3d-vh-m-palatine-tonsil-l-40.fbx,6588,[],['VH_M_palatine_tonsil_L']
67,3d-vh-m-palatine-tonsil-l-80.fbx,13237,['VH_M_palatine_tonsil_L'],['VH_M_palatine_tonsil_L']
68,3d-vh-m-palatine-tonsil-r-100.fbx,12134,[],[]
69,3d-vh-m-palatine-tonsil-r-20.fbx,2430,[],[]
70,3d-vh-m-palatine-tonsil-r-40.fbx,4862,[],[]
71,3d-vh-m-palatine-tonsil-r-80.fbx,9724,[],[]
72,3d-vh-m-trachea-100.fbx,44030,[],[]
73,3d-vh-m-trachea-20.fbx,8782,[],[]
74,3d-vh-m-trachea-40.fbx,17573,[],[]
75,3d-vh-m-trachea-80.fbx,35214,[],[]
76,allen_f_brain-100.fbx,626322,"['Allen_anterior_olfactory_nucleus_L', 'Allen_tail_of_caudate_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_cerebellar_vermis_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_superior_frontal_gyrus_L', 'Allen_middle_frontal_gyrus_L', 'Allen_inferior_frontal_gyrus_triangular_part_L', 'Allen_postcentral_gyrus_L', 'Allen_supraparietal_lobule_L', 'Allen_superior_temporal_gyrus_L', 'Allen_middle_temporal_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_frontal_pole_L', 'Allen_anterior_olfactory_nucleus_R', 'Allen_piriform_region_R', 'Allen_tail_of_caudate_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_cerebellar_vermis_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_frontal_gyrus_R', 'Allen_middle_frontal_gyrus_R', 'Allen_inferior_frontal_gyrus_triangular_part_R', 'Allen_postcentral_gyrus_R', 'Allen_supraparietal_lobule_R', 'Allen_middle_temporal_gyrus_R', 'Allen_cuneus_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_rostral_gyrus_R', 'Allen_frontal_pole_R', 'Allen_midbrain_tegmentum_L']","['Allen_piriform_region_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_paracingulate_gyrus_L', 'Allen_tail_of_caudate_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_paracingulate_gyrus_R', 'Allen_hypothalamus_R', 'Allen_mammillary_region_of_HTH_L']"
77,allen_f_brain-20.fbx,126087,"['Allen_tail_of_caudate_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_cerebellar_vermis_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_superior_frontal_gyrus_L', 'Allen_inferior_frontal_gyrus_triangular_part_L', 'Allen_supraparietal_lobule_L', 'Allen_middle_temporal_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_central_canal_of_medulla_oblongata_L', 'Allen_tail_of_caudate_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_cerebellar_vermis_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_frontal_gyrus_R', 'Allen_middle_frontal_gyrus_R', 'Allen_inferior_frontal_gyrus_triangular_part_R', 'Allen_supraparietal_lobule_R', 'Allen_middle_temporal_gyrus_R', 'Allen_cuneus_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_central_canal_of_medulla_oblongata_R', 'Allen_rostral_gyrus_R', 'Allen_frontal_pole_R']","['Allen_tail_of_caudate_L', 'Allen_claustrum_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_precuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_white_matter_of_forebrain_R', 'Allen_lateral_hemisphere_of_cerebellum_R']"
78,allen_f_brain-40.fbx,252017,"['Allen_anterior_olfactory_nucleus_L', 'Allen_tail_of_caudate_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_cerebellar_vermis_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_superior_frontal_gyrus_L', 'Allen_inferior_frontal_gyrus_triangular_part_L', 'Allen_postcentral_gyrus_L', 'Allen_supraparietal_lobule_L', 'Allen_superior_temporal_gyrus_L', 'Allen_middle_temporal_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_anterior_olfactory_nucleus_R', 'Allen_tail_of_caudate_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_cerebellar_vermis_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_frontal_gyrus_R', 'Allen_middle_frontal_gyrus_R', 'Allen_inferior_frontal_gyrus_triangular_part_R', 'Allen_postcentral_gyrus_R', 'Allen_supraparietal_lobule_R', 'Allen_middle_temporal_gyrus_R', 'Allen_cuneus_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_rostral_gyrus_R', 'Allen_frontal_pole_R']","['Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R']"
79,allen_f_brain-80.fbx,503089,"['Allen_anterior_olfactory_nucleus_L', 'Allen_tail_of_caudate_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_cerebellar_vermis_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_superior_frontal_gyrus_L', 'Allen_middle_frontal_gyrus_L', 'Allen_inferior_frontal_gyrus_triangular_part_L', 'Allen_postcentral_gyrus_L', 'Allen_supraparietal_lobule_L', 'Allen_superior_temporal_gyrus_L', 'Allen_middle_temporal_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_frontal_pole_L', 'Allen_anterior_olfactory_nucleus_R', 'Allen_piriform_region_R', 'Allen_tail_of_caudate_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_cerebellar_vermis_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_frontal_gyrus_R', 'Allen_middle_frontal_gyrus_R', 'Allen_inferior_frontal_gyrus_triangular_part_R', 'Allen_postcentral_gyrus_R', 'Allen_supraparietal_lobule_R', 'Allen_middle_temporal_gyrus_R', 'Allen_cuneus_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_rostral_gyrus_R', 'Allen_frontal_pole_R', 'Allen_midbrain_tegmentum_L']","['Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_white_matter_of_forebrain_L', 'Allen_supraparietal_lobule_L', 'Allen_precuneus_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_precuneus_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_lateral_hemisphere_of_cerebellum_R']"
80,allen_m_brain-100.fbx,626236,"['Allen_anterior_olfactory_nucleus_L', 'Allen_tail_of_caudate_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_cerebellar_vermis_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_superior_frontal_gyrus_L', 'Allen_middle_frontal_gyrus_L', 'Allen_inferior_frontal_gyrus_triangular_part_L', 'Allen_postcentral_gyrus_L', 'Allen_supraparietal_lobule_L', 'Allen_superior_temporal_gyrus_L', 'Allen_middle_temporal_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_frontal_pole_L', 'Allen_anterior_olfactory_nucleus_R', 'Allen_piriform_region_R', 'Allen_tail_of_caudate_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_cerebellar_vermis_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_frontal_gyrus_R', 'Allen_middle_frontal_gyrus_R', 'Allen_inferior_frontal_gyrus_triangular_part_R', 'Allen_postcentral_gyrus_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_middle_temporal_gyrus_R', 'Allen_cuneus_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_rostral_gyrus_R', 'Allen_frontal_pole_R', 'Allen_midbrain_tegmentum_L']","['Allen_piriform_region_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_paracingulate_gyrus_L', 'Allen_tail_of_caudate_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_superior_occipital_gyrus_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_paracingulate_gyrus_R', 'Allen_hypothalamus_R', 'Allen_mammillary_region_of_HTH_L']"
81,allen_m_brain-20.fbx,126049,"['Allen_tail_of_caudate_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_cerebellar_vermis_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_superior_frontal_gyrus_L', 'Allen_inferior_frontal_gyrus_triangular_part_L', 'Allen_supraparietal_lobule_L', 'Allen_middle_temporal_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_central_canal_of_medulla_oblongata_L', 'Allen_tail_of_caudate_R', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_cerebellar_vermis_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_frontal_gyrus_R', 'Allen_middle_frontal_gyrus_R', 'Allen_inferior_frontal_gyrus_triangular_part_R', 'Allen_supraparietal_lobule_R', 'Allen_middle_temporal_gyrus_R', 'Allen_cuneus_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_central_canal_of_medulla_oblongata_R', 'Allen_rostral_gyrus_R', 'Allen_frontal_pole_R']","['Allen_tail_of_caudate_L', 'Allen_claustrum_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_precuneus_L', 'Allen_superior_occipital_gyrus_L', 'Allen_white_matter_of_forebrain_R', 'Allen_lateral_hemisphere_of_cerebellum_R']"
82,allen_m_brain-40.fbx,251901,"['Allen_anterior_olfactory_nucleus_L', 'Allen_tail_of_caudate_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_cerebellar_vermis_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_superior_frontal_gyrus_L', 'Allen_inferior_frontal_gyrus_triangular_part_L', 'Allen_postcentral_gyrus_L', 'Allen_supraparietal_lobule_L', 'Allen_superior_temporal_gyrus_L', 'Allen_middle_temporal_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_anterior_olfactory_nucleus_R', 'Allen_tail_of_caudate_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_cerebellar_vermis_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_frontal_gyrus_R', 'Allen_middle_frontal_gyrus_R', 'Allen_inferior_frontal_gyrus_triangular_part_R', 'Allen_postcentral_gyrus_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_middle_temporal_gyrus_R', 'Allen_cuneus_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_rostral_gyrus_R', 'Allen_frontal_pole_R']","['Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R']"
83,allen_m_brain-80.fbx,502934,"['Allen_anterior_olfactory_nucleus_L', 'Allen_tail_of_caudate_L', 'Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_thalamus_L', 'Allen_white_matter_of_forebrain_L', 'Allen_inferior_horn_of_lateral_ventricle_L', 'Allen_cerebellar_vermis_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_superior_frontal_gyrus_L', 'Allen_middle_frontal_gyrus_L', 'Allen_inferior_frontal_gyrus_triangular_part_L', 'Allen_postcentral_gyrus_L', 'Allen_supraparietal_lobule_L', 'Allen_superior_temporal_gyrus_L', 'Allen_middle_temporal_gyrus_L', 'Allen_inferior_temporal_gyrus_L', 'Allen_cuneus_L', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L', 'Allen_cingulate_gyrus_caudal_posterior_part_L', 'Allen_paravermis_of_cerebellum_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_frontal_pole_L', 'Allen_anterior_olfactory_nucleus_R', 'Allen_piriform_region_R', 'Allen_tail_of_caudate_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_inferior_horn_of_lateral_ventricle_R', 'Allen_cerebellar_vermis_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_superior_frontal_gyrus_R', 'Allen_middle_frontal_gyrus_R', 'Allen_inferior_frontal_gyrus_triangular_part_R', 'Allen_postcentral_gyrus_R', 'Allen_supraparietal_lobule_R', 'Allen_precuneus_R', 'Allen_middle_temporal_gyrus_R', 'Allen_cuneus_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_paravermis_of_cerebellum_R', 'Allen_lateral_hemisphere_of_cerebellum_R', 'Allen_rostral_gyrus_R', 'Allen_frontal_pole_R', 'Allen_midbrain_tegmentum_L']","['Allen_claustrum_L', 'Allen_amygdaloid_complex_L', 'Allen_white_matter_of_forebrain_L', 'Allen_white_matter_of_hindbrain_L', 'Allen_supraparietal_lobule_L', 'Allen_precuneus_L', 'Allen_lateral_hemisphere_of_cerebellum_L', 'Allen_amygdaloid_complex_R', 'Allen_thalamus_R', 'Allen_white_matter_of_forebrain_R', 'Allen_white_matter_of_hindbrain_R', 'Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R', 'Allen_lateral_hemisphere_of_cerebellum_R']"
84,nih_f_lymph_node-100.fbx,71784,"['Yao_afferent_lymphatic_vessel', 'Yao_efferent_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
85,nih_f_lymph_node-20.fbx,14011,"['Yao_afferent_lymphatic_vessel', 'Yao_efferent_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_afferent_lymphatic_vessel', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
86,nih_f_lymph_node-40.fbx,28517,"['Yao_afferent_lymphatic_vessel', 'Yao_efferent_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
87,nih_f_lymph_node-80.fbx,57599,"['Yao_afferent_lymphatic_vessel', 'Yao_efferent_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_afferent_lymphatic_vessel', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
88,nih_m_lymph_node-100.fbx,67036,"['Yao_efferent_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_paracortex', 'Yao_blood_vasculature']","['Yao_afferent_lymphatic_vessel', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
89,nih_m_lymph_node-20.fbx,11908,"['Yao_efferent_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
90,nih_m_lymph_node-40.fbx,23975,"['Yao_efferent_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
91,nih_m_lymph_node-80.fbx,48740,"['Yao_efferent_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_paracortex', 'Yao_blood_vasculature']","['Yao_afferent_lymphatic_vessel', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
92,sbu_f_intestine_large-100.fbx,20442,['VH_F_caecum'],"['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_vermiform_appendix', 'VH_F_descending_colon', 'VH_F_ileocecal_valve', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']"
93,sbu_f_intestine_large-20.fbx,3991,[],"['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_vermiform_appendix', 'VH_F_descending_colon', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']"
94,sbu_f_intestine_large-40.fbx,8073,['VH_F_caecum'],"['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_vermiform_appendix', 'VH_F_descending_colon', 'VH_F_ileocecal_valve', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']"
95,sbu_f_intestine_large-80.fbx,16256,['VH_F_caecum'],"['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_vermiform_appendix', 'VH_F_descending_colon', 'VH_F_ileocecal_valve', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']"
96,sbu_m_intestine_large-100.fbx,34131,"['VH_M_ascending_colon', 'VH_M_caecum']","['VH_M_ascending_colon', 'VH_M_descending_colon', 'VH_M_hepatic_flexure_of_colon', 'VH_M_rectum', 'VH_M_sigmoid_colon', 'VH_M_splenic_flexure_of_colon', 'VH_M_transverse_colon']"
97,sbu_m_intestine_large-20.fbx,6751,"['VH_M_ascending_colon', 'VH_M_transverse_colon', 'VH_M_caecum']","['VH_M_ascending_colon', 'VH_M_descending_colon', 'VH_M_hepatic_flexure_of_colon', 'VH_M_rectum', 'VH_M_sigmoid_colon', 'VH_M_splenic_flexure_of_colon', 'VH_M_transverse_colon', 'VH_M_caecum']"
98,sbu_m_intestine_large-40.fbx,13560,"['VH_M_ascending_colon', 'VH_M_caecum']","['VH_M_ascending_colon', 'VH_M_descending_colon', 'VH_M_hepatic_flexure_of_colon', 'VH_M_rectum', 'VH_M_sigmoid_colon', 'VH_M_splenic_flexure_of_colon', 'VH_M_transverse_colon', 'VH_M_caecum', 'VH_M_vermiform_appendix']"
99,sbu_m_intestine_large-80.fbx,27245,"['VH_M_ascending_colon', 'VH_M_caecum']","['VH_M_ascending_colon', 'VH_M_descending_colon', 'VH_M_hepatic_flexure_of_colon', 'VH_M_rectum', 'VH_M_sigmoid_colon', 'VH_M_splenic_flexure_of_colon', 'VH_M_transverse_colon']"
100,vh_f_blood_vasculature-100.fbx,277639,"['VH_F_central_retinal_vein_L', 'VH_F_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_opthalmic_artery_R', 'VH_F_opthalmic_artery_L', 'VH_F_left_common_iliac_vein', 'VH_F_right_colic_vein', 'VH_F_inferior_mesenteric_vein', 'VH_F_ileocolic_artery', 'VH_F_inferior_mesenteric_artery', 'VH_F_splenic_vein', 'VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery']","['VH_F_inferior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_inferior_ophthalmic_vein_R', 'VH_F_left_renal_artery', 'VH_F_left_renal_vein', 'VH_F_right_renal_vein', 'VH_F_middle_colic_vein', 'VH_F_inferior_mesenteric_vein', 'VH_F_pulmonary_vein_L_sup', 'VH_F_pulmonary_vein_R_inf', 'VH_F_pulmonary_vein_R_sup', 'VH_F_pulmonary_vein_L_inf', 'VH_F_anterior_cardiac_vein', 'VH_F_superior_vena_cava', 'VH_F_inferior_vena_cava_a', 'VH_F_inferior_vena_cava_b', 'VH_F_right_marginal_artery', 'VH_F_pulmonary_artery_L', 'VH_F_pulmonary_trunk', 'VH_F_pulmonary_artery_R', 'VH_F_aortic_arch', 'VH_F_ascending_aorta', 'VH_F_descending_aorta_a', 'VH_F_left_common_carotid_artery_a', 'VH_F_left_common_carotid_artery_b', 'VH_F_left_subclavian_artery_a', 'VH_F_left_subclavian_artery_b', 'VH_F_brachiocephalic_artery_b', 'VH_F_brachiocephalic_artery_a']"
